ID,prediction
431baae1c9_20_edh,0
431baae1c9_21_ich,0
431baae1c9_21_ivh,0
431baae1c9_21_sah,0
431baae1c9_21_sdh,1
431baae1c9_21_edh,0
431baae1c9_22_ich,0
431baae1c9_22_ivh,0
431baae1c9_22_sah,0
431baae1c9_22_sdh,1
431baae1c9_22_edh,0
431baae1c9_23_ich,0
431baae1c9_23_ivh,0
431baae1c9_23_sah,0
431baae1c9_23_sdh,1
431baae1c9_23_edh,0
431baae1c9_24_ich,0
431baae1c9_24_ivh,0
431baae1c9_24_sah,0
431baae1c9_24_sdh,1
431baae1c9_24_edh,0
431baae1c9_25_ich,0
431baae1c9_25_ivh,0
431baae1c9_25_sah,0
431baae1c9_25_sdh,1
431baae1c9_25_edh,0
431baae1c9_26_ich,0
431baae1c9_26_ivh,0
431baae1c9_26_sah,0
431baae1c9_26_sdh,1
431baae1c9_26_edh,0
431baae1c9_27_ich,0
431baae1c9_27_ivh,0
431baae1c9_27_sah,0
431baae1c9_27_sdh,0
431baae1c9_27_edh,0
431baae1c9_28_ich,0
431baae1c9_28_ivh,0
431baae1c9_28_sah,0
431baae1c9_28_sdh,0
431baae1c9_28_edh,0
431baae1c9_29_ich,0
431baae1c9_29_ivh,0
431baae1c9_29_sah,0
431baae1c9_29_sdh,0
431baae1c9_29_edh,0
103353afe1_0_ich,0
103353afe1_0_ivh,0
103353afe1_0_sah,0
103353afe1_0_sdh,0
103353afe1_0_edh,0
103353afe1_1_ich,0
103353afe1_1_ivh,0
103353afe1_1_sah,0
103353afe1_1_sdh,0
103353afe1_1_edh,0
103353afe1_2_ich,0
103353afe1_2_ivh,0
103353afe1_2_sah,0
103353afe1_2_sdh,0
103353afe1_2_edh,0
103353afe1_3_ich,0
103353afe1_3_ivh,0
103353afe1_3_sah,0
103353afe1_3_sdh,0
103353afe1_3_edh,0
103353afe1_4_ich,0
103353afe1_4_ivh,0
103353afe1_4_sah,0
103353afe1_4_sdh,0
103353afe1_4_edh,0
103353afe1_5_ich,1
103353afe1_5_ivh,0
103353afe1_5_sah,0
103353afe1_5_sdh,0
103353afe1_5_edh,0
103353afe1_6_ich,1
103353afe1_6_ivh,0
103353afe1_6_sah,0
103353afe1_6_sdh,0
103353afe1_6_edh,0
103353afe1_7_ich,1
103353afe1_7_ivh,0
103353afe1_7_sah,0
103353afe1_7_sdh,0
103353afe1_7_edh,0
103353afe1_8_ich,1
103353afe1_8_ivh,0
103353afe1_8_sah,0
103353afe1_8_sdh,0
103353afe1_8_edh,0
103353afe1_9_ich,0
103353afe1_9_ivh,0
103353afe1_9_sah,0
103353afe1_9_sdh,1
103353afe1_9_edh,0
103353afe1_10_ich,0
103353afe1_10_ivh,0
103353afe1_10_sah,0
103353afe1_10_sdh,0
103353afe1_10_edh,0
103353afe1_11_ich,0
103353afe1_11_ivh,0
103353afe1_11_sah,0
103353afe1_11_sdh,0
103353afe1_11_edh,0
103353afe1_12_ich,0
103353afe1_12_ivh,0
103353afe1_12_sah,0
103353afe1_12_sdh,0
103353afe1_12_edh,0
103353afe1_13_ich,0
103353afe1_13_ivh,0
103353afe1_13_sah,0
103353afe1_13_sdh,0
103353afe1_13_edh,0
103353afe1_14_ich,0
103353afe1_14_ivh,0
103353afe1_14_sah,0
103353afe1_14_sdh,0
103353afe1_14_edh,0
103353afe1_15_ich,0
103353afe1_15_ivh,0
103353afe1_15_sah,0
103353afe1_15_sdh,0
103353afe1_15_edh,0
103353afe1_16_ich,0
103353afe1_16_ivh,0
103353afe1_16_sah,0
103353afe1_16_sdh,0
103353afe1_16_edh,0
103353afe1_17_ich,0
103353afe1_17_ivh,0
103353afe1_17_sah,0
103353afe1_17_sdh,0
103353afe1_17_edh,0
103353afe1_18_ich,0
103353afe1_18_ivh,0
103353afe1_18_sah,0
103353afe1_18_sdh,0
103353afe1_18_edh,0
103353afe1_19_ich,0
103353afe1_19_ivh,0
103353afe1_19_sah,0
103353afe1_19_sdh,0
103353afe1_19_edh,0
103353afe1_20_ich,0
103353afe1_20_ivh,0
103353afe1_20_sah,0
103353afe1_20_sdh,0
103353afe1_20_edh,0
103353afe1_21_ich,0
103353afe1_21_ivh,0
103353afe1_21_sah,0
103353afe1_21_sdh,0
103353afe1_21_edh,0
103353afe1_22_ich,0
103353afe1_22_ivh,0
103353afe1_22_sah,0
103353afe1_22_sdh,0
103353afe1_22_edh,0
103353afe1_23_ich,0
103353afe1_23_ivh,0
103353afe1_23_sah,0
103353afe1_23_sdh,0
103353afe1_23_edh,0
103353afe1_24_ich,0
103353afe1_24_ivh,0
103353afe1_24_sah,0
103353afe1_24_sdh,0
103353afe1_24_edh,0
103353afe1_25_ich,0
103353afe1_25_ivh,0
103353afe1_25_sah,0
103353afe1_25_sdh,0
103353afe1_25_edh,0
103353afe1_26_ich,0
103353afe1_26_ivh,0
103353afe1_26_sah,0
103353afe1_26_sdh,0
103353afe1_26_edh,0
103353afe1_27_ich,0
103353afe1_27_ivh,0
103353afe1_27_sah,0
103353afe1_27_sdh,0
103353afe1_27_edh,0
103353afe1_28_ich,0
103353afe1_28_ivh,0
103353afe1_28_sah,0
103353afe1_28_sdh,0
103353afe1_28_edh,0
103353afe1_29_ich,0
103353afe1_29_ivh,0
103353afe1_29_sah,0
103353afe1_29_sdh,0
103353afe1_29_edh,0
103353afe1_30_ich,0
103353afe1_30_ivh,0
103353afe1_30_sah,0
103353afe1_30_sdh,0
103353afe1_30_edh,0
103353afe1_31_ich,0
103353afe1_31_ivh,0
103353afe1_31_sah,0
103353afe1_31_sdh,0
103353afe1_31_edh,0
103353afe1_32_ich,0
103353afe1_32_ivh,0
103353afe1_32_sah,0
103353afe1_32_sdh,0
103353afe1_32_edh,0
103353afe1_33_ich,0
103353afe1_33_ivh,0
103353afe1_33_sah,0
103353afe1_33_sdh,0
103353afe1_33_edh,0
3d1b818186_0_ich,0
3d1b818186_0_ivh,0
3d1b818186_0_sah,0
3d1b818186_0_sdh,0
3d1b818186_0_edh,0
3d1b818186_1_ich,0
3d1b818186_1_ivh,0
3d1b818186_1_sah,0
3d1b818186_1_sdh,0
3d1b818186_1_edh,0
3d1b818186_2_ich,0
3d1b818186_2_ivh,0
3d1b818186_2_sah,0
3d1b818186_2_sdh,0
3d1b818186_2_edh,0
3d1b818186_3_ich,0
3d1b818186_3_ivh,0
3d1b818186_3_sah,0
3d1b818186_3_sdh,0
3d1b818186_3_edh,0
3d1b818186_4_ich,0
3d1b818186_4_ivh,0
3d1b818186_4_sah,0
3d1b818186_4_sdh,0
3d1b818186_4_edh,0
3d1b818186_5_ich,0
3d1b818186_5_ivh,0
3d1b818186_5_sah,0
3d1b818186_5_sdh,0
3d1b818186_5_edh,0
3d1b818186_6_ich,0
3d1b818186_6_ivh,0
3d1b818186_6_sah,0
3d1b818186_6_sdh,0
3d1b818186_6_edh,0
3d1b818186_7_ich,0
3d1b818186_7_ivh,0
3d1b818186_7_sah,0
3d1b818186_7_sdh,0
3d1b818186_7_edh,0
3d1b818186_8_ich,0
3d1b818186_8_ivh,0
3d1b818186_8_sah,0
3d1b818186_8_sdh,0
3d1b818186_8_edh,0
3d1b818186_9_ich,0
3d1b818186_9_ivh,0
3d1b818186_9_sah,0
3d1b818186_9_sdh,0
3d1b818186_9_edh,0
3d1b818186_10_ich,0
3d1b818186_10_ivh,0
3d1b818186_10_sah,0
3d1b818186_10_sdh,0
3d1b818186_10_edh,0
3d1b818186_11_ich,0
3d1b818186_11_ivh,0
3d1b818186_11_sah,0
3d1b818186_11_sdh,0
3d1b818186_11_edh,0
3d1b818186_12_ich,0
3d1b818186_12_ivh,0
3d1b818186_12_sah,0
3d1b818186_12_sdh,0
3d1b818186_12_edh,0
3d1b818186_13_ich,1
3d1b818186_13_ivh,0
3d1b818186_13_sah,0
3d1b818186_13_sdh,0
3d1b818186_13_edh,0
3d1b818186_14_ich,1
3d1b818186_14_ivh,0
3d1b818186_14_sah,0
3d1b818186_14_sdh,0
3d1b818186_14_edh,0
3d1b818186_15_ich,1
3d1b818186_15_ivh,0
3d1b818186_15_sah,0
3d1b818186_15_sdh,0
3d1b818186_15_edh,0
3d1b818186_16_ich,0
3d1b818186_16_ivh,0
3d1b818186_16_sah,0
3d1b818186_16_sdh,0
3d1b818186_16_edh,0
3d1b818186_17_ich,0
3d1b818186_17_ivh,0
3d1b818186_17_sah,0
3d1b818186_17_sdh,0
3d1b818186_17_edh,0
3d1b818186_18_ich,0
3d1b818186_18_ivh,0
3d1b818186_18_sah,0
3d1b818186_18_sdh,0
3d1b818186_18_edh,0
3d1b818186_19_ich,0
3d1b818186_19_ivh,0
3d1b818186_19_sah,0
3d1b818186_19_sdh,0
3d1b818186_19_edh,0
3d1b818186_20_ich,0
3d1b818186_20_ivh,0
3d1b818186_20_sah,0
3d1b818186_20_sdh,0
3d1b818186_20_edh,0
3d1b818186_21_ich,0
3d1b818186_21_ivh,0
3d1b818186_21_sah,0
3d1b818186_21_sdh,0
3d1b818186_21_edh,0
3d1b818186_22_ich,0
3d1b818186_22_ivh,0
3d1b818186_22_sah,0
3d1b818186_22_sdh,0
3d1b818186_22_edh,0
3d1b818186_23_ich,0
3d1b818186_23_ivh,0
3d1b818186_23_sah,0
3d1b818186_23_sdh,0
3d1b818186_23_edh,0
3d1b818186_24_ich,0
3d1b818186_24_ivh,0
3d1b818186_24_sah,0
3d1b818186_24_sdh,0
3d1b818186_24_edh,0
3d1b818186_25_ich,0
3d1b818186_25_ivh,0
3d1b818186_25_sah,0
3d1b818186_25_sdh,0
3d1b818186_25_edh,0
3d1b818186_26_ich,0
3d1b818186_26_ivh,0
3d1b818186_26_sah,0
3d1b818186_26_sdh,0
3d1b818186_26_edh,0
3d1b818186_27_ich,0
3d1b818186_27_ivh,0
3d1b818186_27_sah,0
3d1b818186_27_sdh,0
3d1b818186_27_edh,0
3d1b818186_28_ich,0
3d1b818186_28_ivh,0
3d1b818186_28_sah,0
3d1b818186_28_sdh,0
3d1b818186_28_edh,0
3d1b818186_29_ich,0
3d1b818186_29_ivh,0
3d1b818186_29_sah,0
3d1b818186_29_sdh,0
3d1b818186_29_edh,0
3d1b818186_30_ich,0
3d1b818186_30_ivh,0
3d1b818186_30_sah,0
3d1b818186_30_sdh,0
3d1b818186_30_edh,0
3d1b818186_31_ich,0
3d1b818186_31_ivh,0
3d1b818186_31_sah,0
3d1b818186_31_sdh,0
3d1b818186_31_edh,0
5fc74c0fdb_0_ich,0
5fc74c0fdb_0_ivh,0
5fc74c0fdb_0_sah,0
5fc74c0fdb_0_sdh,0
5fc74c0fdb_0_edh,0
5fc74c0fdb_1_ich,0
5fc74c0fdb_1_ivh,0
5fc74c0fdb_1_sah,0
5fc74c0fdb_1_sdh,0
5fc74c0fdb_1_edh,0
5fc74c0fdb_2_ich,0
5fc74c0fdb_2_ivh,0
5fc74c0fdb_2_sah,0
5fc74c0fdb_2_sdh,0
5fc74c0fdb_2_edh,0
5fc74c0fdb_3_ich,0
5fc74c0fdb_3_ivh,0
5fc74c0fdb_3_sah,0
5fc74c0fdb_3_sdh,1
5fc74c0fdb_3_edh,0
5fc74c0fdb_4_ich,0
5fc74c0fdb_4_ivh,0
5fc74c0fdb_4_sah,0
5fc74c0fdb_4_sdh,1
5fc74c0fdb_4_edh,0
5fc74c0fdb_5_ich,0
5fc74c0fdb_5_ivh,0
5fc74c0fdb_5_sah,0
5fc74c0fdb_5_sdh,1
5fc74c0fdb_5_edh,0
5fc74c0fdb_6_ich,0
5fc74c0fdb_6_ivh,1
5fc74c0fdb_6_sah,0
5fc74c0fdb_6_sdh,1
5fc74c0fdb_6_edh,0
5fc74c0fdb_7_ich,0
5fc74c0fdb_7_ivh,0
5fc74c0fdb_7_sah,0
5fc74c0fdb_7_sdh,1
5fc74c0fdb_7_edh,0
5fc74c0fdb_8_ich,0
5fc74c0fdb_8_ivh,0
5fc74c0fdb_8_sah,0
5fc74c0fdb_8_sdh,1
5fc74c0fdb_8_edh,0
5fc74c0fdb_9_ich,0
5fc74c0fdb_9_ivh,0
5fc74c0fdb_9_sah,0
5fc74c0fdb_9_sdh,1
5fc74c0fdb_9_edh,0
5fc74c0fdb_10_ich,0
5fc74c0fdb_10_ivh,1
5fc74c0fdb_10_sah,0
5fc74c0fdb_10_sdh,1
5fc74c0fdb_10_edh,0
5fc74c0fdb_11_ich,0
5fc74c0fdb_11_ivh,0
5fc74c0fdb_11_sah,0
5fc74c0fdb_11_sdh,1
5fc74c0fdb_11_edh,0
5fc74c0fdb_12_ich,0
5fc74c0fdb_12_ivh,0
5fc74c0fdb_12_sah,0
5fc74c0fdb_12_sdh,1
5fc74c0fdb_12_edh,0
5fc74c0fdb_13_ich,0
5fc74c0fdb_13_ivh,0
5fc74c0fdb_13_sah,0
5fc74c0fdb_13_sdh,1
5fc74c0fdb_13_edh,0
5fc74c0fdb_14_ich,0
5fc74c0fdb_14_ivh,0
5fc74c0fdb_14_sah,0
5fc74c0fdb_14_sdh,1
5fc74c0fdb_14_edh,0
5fc74c0fdb_15_ich,0
5fc74c0fdb_15_ivh,0
5fc74c0fdb_15_sah,0
5fc74c0fdb_15_sdh,1
5fc74c0fdb_15_edh,0
5fc74c0fdb_16_ich,0
5fc74c0fdb_16_ivh,0
5fc74c0fdb_16_sah,0
5fc74c0fdb_16_sdh,1
5fc74c0fdb_16_edh,0
5fc74c0fdb_17_ich,0
5fc74c0fdb_17_ivh,0
5fc74c0fdb_17_sah,0
5fc74c0fdb_17_sdh,1
5fc74c0fdb_17_edh,0
5fc74c0fdb_18_ich,0
5fc74c0fdb_18_ivh,0
5fc74c0fdb_18_sah,0
5fc74c0fdb_18_sdh,1
5fc74c0fdb_18_edh,0
5fc74c0fdb_19_ich,0
5fc74c0fdb_19_ivh,0
5fc74c0fdb_19_sah,0
5fc74c0fdb_19_sdh,1
5fc74c0fdb_19_edh,0
5fc74c0fdb_20_ich,0
5fc74c0fdb_20_ivh,0
5fc74c0fdb_20_sah,0
5fc74c0fdb_20_sdh,1
5fc74c0fdb_20_edh,0
5fc74c0fdb_21_ich,0
5fc74c0fdb_21_ivh,0
5fc74c0fdb_21_sah,0
5fc74c0fdb_21_sdh,1
5fc74c0fdb_21_edh,0
5fc74c0fdb_22_ich,0
5fc74c0fdb_22_ivh,0
5fc74c0fdb_22_sah,0
5fc74c0fdb_22_sdh,1
5fc74c0fdb_22_edh,0
5fc74c0fdb_23_ich,0
5fc74c0fdb_23_ivh,0
5fc74c0fdb_23_sah,0
5fc74c0fdb_23_sdh,1
5fc74c0fdb_23_edh,0
5fc74c0fdb_24_ich,0
5fc74c0fdb_24_ivh,0
5fc74c0fdb_24_sah,0
5fc74c0fdb_24_sdh,1
5fc74c0fdb_24_edh,0
5fc74c0fdb_25_ich,0
5fc74c0fdb_25_ivh,0
5fc74c0fdb_25_sah,0
5fc74c0fdb_25_sdh,1
5fc74c0fdb_25_edh,0
5fc74c0fdb_26_ich,0
5fc74c0fdb_26_ivh,0
5fc74c0fdb_26_sah,0
5fc74c0fdb_26_sdh,0
5fc74c0fdb_26_edh,0
5fc74c0fdb_27_ich,0
5fc74c0fdb_27_ivh,0
5fc74c0fdb_27_sah,0
5fc74c0fdb_27_sdh,0
5fc74c0fdb_27_edh,0
5fc74c0fdb_28_ich,0
5fc74c0fdb_28_ivh,0
5fc74c0fdb_28_sah,0
5fc74c0fdb_28_sdh,0
5fc74c0fdb_28_edh,0
5fc74c0fdb_29_ich,0
5fc74c0fdb_29_ivh,0
5fc74c0fdb_29_sah,0
5fc74c0fdb_29_sdh,0
5fc74c0fdb_29_edh,0
6d41446141_0_ich,0
6d41446141_0_ivh,0
6d41446141_0_sah,0
6d41446141_0_sdh,0
6d41446141_0_edh,0
6d41446141_1_ich,0
6d41446141_1_ivh,0
6d41446141_1_sah,0
6d41446141_1_sdh,0
6d41446141_1_edh,0
6d41446141_2_ich,0
6d41446141_2_ivh,0
6d41446141_2_sah,0
6d41446141_2_sdh,0
6d41446141_2_edh,0
6d41446141_3_ich,0
6d41446141_3_ivh,0
6d41446141_3_sah,0
6d41446141_3_sdh,0
6d41446141_3_edh,0
6d41446141_4_ich,0
6d41446141_4_ivh,0
6d41446141_4_sah,0
6d41446141_4_sdh,0
6d41446141_4_edh,0
6d41446141_5_ich,0
6d41446141_5_ivh,0
6d41446141_5_sah,0
6d41446141_5_sdh,0
6d41446141_5_edh,0
6d41446141_6_ich,0
6d41446141_6_ivh,0
6d41446141_6_sah,0
6d41446141_6_sdh,0
6d41446141_6_edh,0
6d41446141_7_ich,0
6d41446141_7_ivh,0
6d41446141_7_sah,0
6d41446141_7_sdh,0
6d41446141_7_edh,0
6d41446141_8_ich,0
6d41446141_8_ivh,0
6d41446141_8_sah,0
6d41446141_8_sdh,0
6d41446141_8_edh,0
6d41446141_9_ich,1
6d41446141_9_ivh,0
6d41446141_9_sah,1
6d41446141_9_sdh,0
6d41446141_9_edh,0
6d41446141_10_ich,1
6d41446141_10_ivh,0
6d41446141_10_sah,0
6d41446141_10_sdh,0
6d41446141_10_edh,0
6d41446141_11_ich,1
6d41446141_11_ivh,0
6d41446141_11_sah,0
6d41446141_11_sdh,0
6d41446141_11_edh,0
6d41446141_12_ich,0
6d41446141_12_ivh,0
6d41446141_12_sah,0
6d41446141_12_sdh,0
6d41446141_12_edh,0
6d41446141_13_ich,0
6d41446141_13_ivh,0
6d41446141_13_sah,0
6d41446141_13_sdh,0
6d41446141_13_edh,0
6d41446141_14_ich,0
6d41446141_14_ivh,0
6d41446141_14_sah,0
6d41446141_14_sdh,0
6d41446141_14_edh,0
6d41446141_15_ich,0
6d41446141_15_ivh,0
6d41446141_15_sah,0
6d41446141_15_sdh,0
6d41446141_15_edh,0
6d41446141_16_ich,0
6d41446141_16_ivh,0
6d41446141_16_sah,0
6d41446141_16_sdh,0
6d41446141_16_edh,0
6d41446141_17_ich,0
6d41446141_17_ivh,0
6d41446141_17_sah,0
6d41446141_17_sdh,0
6d41446141_17_edh,0
6d41446141_18_ich,0
6d41446141_18_ivh,0
6d41446141_18_sah,0
6d41446141_18_sdh,0
6d41446141_18_edh,0
6d41446141_19_ich,0
6d41446141_19_ivh,0
6d41446141_19_sah,0
6d41446141_19_sdh,0
6d41446141_19_edh,0
6d41446141_20_ich,0
6d41446141_20_ivh,0
6d41446141_20_sah,0
6d41446141_20_sdh,0
6d41446141_20_edh,0
6d41446141_21_ich,0
6d41446141_21_ivh,0
6d41446141_21_sah,0
6d41446141_21_sdh,0
6d41446141_21_edh,0
6d41446141_22_ich,0
6d41446141_22_ivh,0
6d41446141_22_sah,0
6d41446141_22_sdh,0
6d41446141_22_edh,0
6d41446141_23_ich,0
6d41446141_23_ivh,0
6d41446141_23_sah,0
6d41446141_23_sdh,0
6d41446141_23_edh,0
6d41446141_24_ich,0
6d41446141_24_ivh,0
6d41446141_24_sah,1
6d41446141_24_sdh,0
6d41446141_24_edh,0
6d41446141_25_ich,0
6d41446141_25_ivh,0
6d41446141_25_sah,0
6d41446141_25_sdh,0
6d41446141_25_edh,0
6d41446141_26_ich,0
6d41446141_26_ivh,0
6d41446141_26_sah,0
6d41446141_26_sdh,0
6d41446141_26_edh,0
6d41446141_27_ich,0
6d41446141_27_ivh,0
6d41446141_27_sah,0
6d41446141_27_sdh,0
6d41446141_27_edh,0
6d41446141_28_ich,0
6d41446141_28_ivh,0
6d41446141_28_sah,0
6d41446141_28_sdh,0
6d41446141_28_edh,0
6d41446141_29_ich,0
6d41446141_29_ivh,0
6d41446141_29_sah,0
6d41446141_29_sdh,0
6d41446141_29_edh,0
6afd180070_0_ich,0
6afd180070_0_ivh,0
6afd180070_0_sah,0
6afd180070_0_sdh,0
6afd180070_0_edh,0
6afd180070_1_ich,0
6afd180070_1_ivh,0
6afd180070_1_sah,0
6afd180070_1_sdh,0
6afd180070_1_edh,0
6afd180070_2_ich,0
6afd180070_2_ivh,0
6afd180070_2_sah,0
6afd180070_2_sdh,0
6afd180070_2_edh,0
6afd180070_3_ich,0
6afd180070_3_ivh,0
6afd180070_3_sah,0
6afd180070_3_sdh,0
6afd180070_3_edh,0
6afd180070_4_ich,0
6afd180070_4_ivh,0
6afd180070_4_sah,0
6afd180070_4_sdh,0
6afd180070_4_edh,0
6afd180070_5_ich,0
6afd180070_5_ivh,0
6afd180070_5_sah,0
6afd180070_5_sdh,0
6afd180070_5_edh,0
6afd180070_6_ich,0
6afd180070_6_ivh,0
6afd180070_6_sah,0
6afd180070_6_sdh,0
6afd180070_6_edh,0
6afd180070_7_ich,0
6afd180070_7_ivh,0
6afd180070_7_sah,0
6afd180070_7_sdh,0
6afd180070_7_edh,0
6afd180070_8_ich,0
6afd180070_8_ivh,0
6afd180070_8_sah,0
6afd180070_8_sdh,0
6afd180070_8_edh,0
6afd180070_9_ich,0
6afd180070_9_ivh,0
6afd180070_9_sah,0
6afd180070_9_sdh,0
6afd180070_9_edh,0
6afd180070_10_ich,0
6afd180070_10_ivh,0
6afd180070_10_sah,0
6afd180070_10_sdh,0
6afd180070_10_edh,0
6afd180070_11_ich,0
6afd180070_11_ivh,0
6afd180070_11_sah,0
6afd180070_11_sdh,0
6afd180070_11_edh,0
6afd180070_12_ich,0
6afd180070_12_ivh,0
6afd180070_12_sah,0
6afd180070_12_sdh,0
6afd180070_12_edh,0
6afd180070_13_ich,0
6afd180070_13_ivh,0
6afd180070_13_sah,0
6afd180070_13_sdh,0
6afd180070_13_edh,0
6afd180070_14_ich,0
6afd180070_14_ivh,0
6afd180070_14_sah,0
6afd180070_14_sdh,0
6afd180070_14_edh,0
6afd180070_15_ich,0
6afd180070_15_ivh,0
6afd180070_15_sah,0
6afd180070_15_sdh,0
6afd180070_15_edh,0
6afd180070_16_ich,0
6afd180070_16_ivh,0
6afd180070_16_sah,0
6afd180070_16_sdh,1
6afd180070_16_edh,0
6afd180070_17_ich,0
6afd180070_17_ivh,0
6afd180070_17_sah,0
6afd180070_17_sdh,1
6afd180070_17_edh,0
6afd180070_18_ich,0
6afd180070_18_ivh,0
6afd180070_18_sah,0
6afd180070_18_sdh,1
6afd180070_18_edh,0
6afd180070_19_ich,0
6afd180070_19_ivh,0
6afd180070_19_sah,0
6afd180070_19_sdh,1
6afd180070_19_edh,0
6afd180070_20_ich,0
6afd180070_20_ivh,0
6afd180070_20_sah,0
6afd180070_20_sdh,1
6afd180070_20_edh,0
6afd180070_21_ich,0
6afd180070_21_ivh,0
6afd180070_21_sah,0
6afd180070_21_sdh,1
6afd180070_21_edh,0
6afd180070_22_ich,0
6afd180070_22_ivh,0
6afd180070_22_sah,0
6afd180070_22_sdh,1
6afd180070_22_edh,0
6afd180070_23_ich,0
6afd180070_23_ivh,0
6afd180070_23_sah,0
6afd180070_23_sdh,1
6afd180070_23_edh,0
6afd180070_24_ich,0
6afd180070_24_ivh,0
6afd180070_24_sah,0
6afd180070_24_sdh,1
6afd180070_24_edh,0
6afd180070_25_ich,0
6afd180070_25_ivh,0
6afd180070_25_sah,0
6afd180070_25_sdh,1
6afd180070_25_edh,0
6afd180070_26_ich,0
6afd180070_26_ivh,0
6afd180070_26_sah,0
6afd180070_26_sdh,1
6afd180070_26_edh,0
6afd180070_27_ich,0
6afd180070_27_ivh,0
6afd180070_27_sah,0
6afd180070_27_sdh,1
6afd180070_27_edh,0
6afd180070_28_ich,0
6afd180070_28_ivh,0
6afd180070_28_sah,0
6afd180070_28_sdh,1
6afd180070_28_edh,0
6afd180070_29_ich,0
6afd180070_29_ivh,0
6afd180070_29_sah,0
6afd180070_29_sdh,1
6afd180070_29_edh,0
6afd180070_30_ich,0
6afd180070_30_ivh,0
6afd180070_30_sah,0
6afd180070_30_sdh,0
6afd180070_30_edh,0
6afd180070_31_ich,0
6afd180070_31_ivh,0
6afd180070_31_sah,0
6afd180070_31_sdh,0
6afd180070_31_edh,0
6afd180070_32_ich,0
6afd180070_32_ivh,0
6afd180070_32_sah,0
6afd180070_32_sdh,0
6afd180070_32_edh,0
6afd180070_33_ich,0
6afd180070_33_ivh,0
6afd180070_33_sah,0
6afd180070_33_sdh,0
6afd180070_33_edh,0
6afd180070_34_ich,0
6afd180070_34_ivh,0
6afd180070_34_sah,0
6afd180070_34_sdh,0
6afd180070_34_edh,0
46af536fbe_0_ich,0
46af536fbe_0_ivh,0
46af536fbe_0_sah,0
46af536fbe_0_sdh,0
46af536fbe_0_edh,0
46af536fbe_1_ich,0
46af536fbe_1_ivh,0
46af536fbe_1_sah,0
46af536fbe_1_sdh,0
46af536fbe_1_edh,0
46af536fbe_2_ich,0
46af536fbe_2_ivh,0
46af536fbe_2_sah,1
46af536fbe_2_sdh,0
46af536fbe_2_edh,0
46af536fbe_3_ich,0
46af536fbe_3_ivh,0
46af536fbe_3_sah,1
46af536fbe_3_sdh,0
46af536fbe_3_edh,0
46af536fbe_4_ich,0
46af536fbe_4_ivh,1
46af536fbe_4_sah,1
46af536fbe_4_sdh,0
46af536fbe_4_edh,0
46af536fbe_5_ich,1
46af536fbe_5_ivh,1
46af536fbe_5_sah,1
46af536fbe_5_sdh,1
46af536fbe_5_edh,0
46af536fbe_6_ich,1
46af536fbe_6_ivh,1
46af536fbe_6_sah,1
46af536fbe_6_sdh,1
46af536fbe_6_edh,0
46af536fbe_7_ich,1
46af536fbe_7_ivh,1
46af536fbe_7_sah,1
46af536fbe_7_sdh,1
46af536fbe_7_edh,0
46af536fbe_8_ich,1
46af536fbe_8_ivh,1
46af536fbe_8_sah,1
46af536fbe_8_sdh,1
46af536fbe_8_edh,0
46af536fbe_9_ich,1
46af536fbe_9_ivh,1
46af536fbe_9_sah,1
46af536fbe_9_sdh,1
46af536fbe_9_edh,0
46af536fbe_10_ich,1
46af536fbe_10_ivh,1
46af536fbe_10_sah,1
46af536fbe_10_sdh,1
46af536fbe_10_edh,0
46af536fbe_11_ich,1
46af536fbe_11_ivh,1
46af536fbe_11_sah,1
46af536fbe_11_sdh,1
46af536fbe_11_edh,0
46af536fbe_12_ich,1
46af536fbe_12_ivh,1
46af536fbe_12_sah,1
46af536fbe_12_sdh,1
46af536fbe_12_edh,0
46af536fbe_13_ich,0
46af536fbe_13_ivh,1
46af536fbe_13_sah,1
46af536fbe_13_sdh,1
46af536fbe_13_edh,0
46af536fbe_14_ich,0
46af536fbe_14_ivh,1
46af536fbe_14_sah,1
46af536fbe_14_sdh,1
46af536fbe_14_edh,0
46af536fbe_15_ich,0
46af536fbe_15_ivh,1
46af536fbe_15_sah,1
46af536fbe_15_sdh,1
46af536fbe_15_edh,0
46af536fbe_16_ich,0
46af536fbe_16_ivh,1
46af536fbe_16_sah,1
46af536fbe_16_sdh,1
46af536fbe_16_edh,0
46af536fbe_17_ich,0
46af536fbe_17_ivh,0
46af536fbe_17_sah,1
46af536fbe_17_sdh,1
46af536fbe_17_edh,0
46af536fbe_18_ich,0
46af536fbe_18_ivh,0
46af536fbe_18_sah,1
46af536fbe_18_sdh,1
46af536fbe_18_edh,0
46af536fbe_19_ich,0
46af536fbe_19_ivh,0
46af536fbe_19_sah,1
46af536fbe_19_sdh,1
46af536fbe_19_edh,0
46af536fbe_20_ich,0
46af536fbe_20_ivh,0
46af536fbe_20_sah,1
46af536fbe_20_sdh,1
46af536fbe_20_edh,0
46af536fbe_21_ich,0
46af536fbe_21_ivh,0
46af536fbe_21_sah,1
46af536fbe_21_sdh,1
46af536fbe_21_edh,0
46af536fbe_22_ich,0
46af536fbe_22_ivh,0
46af536fbe_22_sah,1
46af536fbe_22_sdh,1
46af536fbe_22_edh,0
46af536fbe_23_ich,0
46af536fbe_23_ivh,0
46af536fbe_23_sah,1
46af536fbe_23_sdh,1
46af536fbe_23_edh,0
46af536fbe_24_ich,0
46af536fbe_24_ivh,0
46af536fbe_24_sah,1
